epoch,train_loss,val_loss,epoch_time_seconds
1,0.3572512697428465,0.4415183961391449,18.448110103607178
2,0.08906977894631299,0.10372357368469239,16.60005259513855
3,0.07537453850874534,0.0733727216720581,19.11620545387268
4,0.08193030798186858,0.06835739836096763,17.898431539535522
5,0.060870603968699775,0.06701572239398956,17.946003675460815
6,0.08297698944807053,0.06349961310625077,16.74205231666565
7,0.0657087627511758,0.06113777980208397,18.972157955169678
8,0.06757420971989632,0.05630958378314972,15.436338186264038
9,0.060159706127117664,0.05183866024017334,23.793614149093628
10,0.04573681239377369,0.05164218172430992,16.742377042770386
